URL,Version,Status,OIDs,Name,Title,Descriptino,Used
https://spor.ema.europa.eu/v1/lists/100000000008,0.1.0,active,,QuantityOperatorCs,Quantity Operator,"Quantity Operator","ValueSet/quantityOperatorVs"
https://spor.ema.europa.eu/v1/lists/100000072049,0.1.0,active,,RegulatoryEntitlementStatusCs,Regulatory Entitlement Status,"Regulatory Entitlement Status","ValueSet/regulatoryEntitlementStatusVs"
https://spor.ema.europa.eu/v1/lists/100000072050,0.1.0,active,,IngredientRoleCs,Ingredient Role,"Ingredient Role","ValueSet/ingredientRoleVs"
https://spor.ema.europa.eu/v1/lists/100000072051,0.1.0,active,,LegalStatusForTheSupplyCs,Legal Status From the Supply,"Legal Status From the Supply","ValueSet/legalStatusForTheSupplyVs"
https://spor.ema.europa.eu/v1/lists/100000073345,0.1.0,active,,RoutesAndMethodsOfAdministrationCs,Routes and Methods Of Administration,"Routes and Methods Of Administration","ValueSet/routesAndMethodsOfAdministrationVs"
https://spor.ema.europa.eu/v1/lists/200000000004,0.1.0,active,,PharmaceuticalDoseFormCs,Pharmaceutical Dose Form,"Pharmaceutical Dose Form","ValueSet/pharmaceuticalDoseFormVs"
https://spor.ema.europa.eu/v1/lists/200000000014,0.1.0,active,,UnitsOfPresentationCs,Units Of Presentation,"Units Of Presentation","ValueSet/unitsOfPresentationVs"
https://spor.ema.europa.eu/v1/lists/220000000000,0.1.0,active,,MedicinalProductNamePartTypeCs,Medicinal Product Name Part Type,"Medicinal Product Name Part Type","ValueSet/medicinalProductNamePartTypeVs"
https://spor.ema.europa.eu/v1/lists/220000000060,0.1.0,active,,RegulatoryEntitlementTypeCs,Regulatory Entitlement,"Regulatory Entitlement","ValueSet/regulatoryEntitlementTypeVs"
urn:ietf:bcp:47,2.0.1,active,"2.16.840.1.113883.6.121",Ietf3066,Tags for the Identification of Languages,"Older value from OID registry.  Superceded; see recommendations in BCP-47.","ValueSet/languages,ValueSet/all-languages"
urn:iso:std:iso:3166,1.0.1,active,"1.0.3166.1",ISO3166Part1,ISO 3166-1 Codes for the representation of names of countries and their subdivisions — Part 1: Country code,"ISO 3166-1 establishes codes that represent the current names of countries, dependencies, and other areas of particular geopolitical interest, on the basis of country names obtained from the United Nations.","ValueSet/country,ValueSet/jurisdiction"
urn:iso:std:iso:3166:-2,2013-11,retired,"1.0.3166.2",Iso3166_2,ISO 3166 Part 2 Country Subdivision Codes,"Identifies the coding system published in the ISO 3166-2 Standard for Country Subdivision codes. This standard is released periodically, and a new OID will be assigned by ISO for new editions.","ValueSet/jurisdiction"
