"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Akteur-hi","Akteur-hi.Personalstand.Berufsgruppe","Akteur-hi.Personalstand.Berufsgruppe","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Berufsgruppe","Berufsgruppe","","","","","","","","","",,"required","","https://termgit.elga.gv.at/ValueSet/elga-authorspeciality","",,,,"Akteur-hi.Personalstand.Berufsgruppe",1,1,"",""
"Akteur-hi","Akteur-hi.GDL","Akteur-hi.GDL","","","",1,*,"","","","BackboneElement {[]} {[]}
","GDL","GDL","","","","","","","","","",,,,,"",,,,"Akteur-hi.GDL",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Akteur-hi","Akteur-hi.GDL.id","Akteur-hi.GDL.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Akteur-hi","Akteur-hi.GDL.extension","Akteur-hi.GDL.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Akteur-hi","Akteur-hi.GDL.modifierExtension","Akteur-hi.GDL.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Akteur-hi","Akteur-hi.GDL.Vorname","Akteur-hi.GDL.Vorname","","","",1,*,"","","","string {[]} {[]}
","Vorname GDL","Vorname GDL","","","","","","","","","",,,,,"",,,,"Akteur-hi.GDL.Vorname",1,*,"",""
"Akteur-hi","Akteur-hi.GDL.Zuname","Akteur-hi.GDL.Zuname","","","",1,*,"","","","string {[]} {[]}
","Zuname GDL","Zuname GDL","","","","","","","","","",,,,,"",,,,"Akteur-hi.GDL.Zuname",1,*,"",""
"Akteur-hi","Akteur-hi.GDL.Vertragspartnernummer","Akteur-hi.GDL.Vertragspartnernummer","","","",1,1,"","","","integer {[]} {[]}
","Vertragspartnernummer","Vertragspartnernummer","","","","","","","","","",,,,,"",,,,"Akteur-hi.GDL.Vertragspartnernummer",1,1,"",""
"Akteur-hi","Akteur-hi.GDL.Teilnahmebeginn","Akteur-hi.GDL.Teilnahmebeginn","","","",1,1,"","","","date {[]} {[]}
","Teilnahmebeginn","Teilnahmebeginn","","","","","","","","","",,,,,"",,,,"Akteur-hi.GDL.Teilnahmebeginn",1,1,"",""
"Akteur-hi","Akteur-hi.GDL.Schulungsnachweis","Akteur-hi.GDL.Schulungsnachweis","","","",1,1,"","","","boolean {[]} {[]}
","Schulungsnachweis","Schulungsnachweis","","","","","","","","","",,,,,"",,,,"Akteur-hi.GDL.Schulungsnachweis",1,1,"",""
"Akteur-hi","Akteur-hi.GDL.Austritt","Akteur-hi.GDL.Austritt","","","",0,1,"","","","BackboneElement {[]} {[]}
","Austritt","Austritt","","","","","","","","","",,,,,"",,,,"Akteur-hi.GDL.Austritt",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Akteur-hi","Akteur-hi.GDL.Austritt.id","Akteur-hi.GDL.Austritt.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Akteur-hi","Akteur-hi.GDL.Austritt.extension","Akteur-hi.GDL.Austritt.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Akteur-hi","Akteur-hi.GDL.Austritt.modifierExtension","Akteur-hi.GDL.Austritt.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Akteur-hi","Akteur-hi.GDL.Austritt.Austrittsanfrage","Akteur-hi.GDL.Austritt.Austrittsanfrage","","","",0,1,"","","","boolean {[]} {[]}
","Austrittsanfrage","Austrittsanfrage","","","","","","","","","",,,,,"",,,,"Akteur-hi.GDL.Austritt.Austrittsanfrage",0,1,"",""
"Akteur-hi","Akteur-hi.GDL.Austritt.Teilnahmeende","Akteur-hi.GDL.Austritt.Teilnahmeende","","","",0,1,"","","","date {[]} {[]}
","Teilnahmeende","Teilnahmeende","","","","","","","","","",,,,,"",,,,"Akteur-hi.GDL.Austritt.Teilnahmeende",0,1,"",""
"Akteur-hi","Akteur-hi.Schulungen","Akteur-hi.Schulungen","","","",1,1,"","","","BackboneElement {[]} {[]}
","Schulung","Schulung","","","","","","","","","",,,,,"",,,,"Akteur-hi.Schulungen",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Akteur-hi","Akteur-hi.Schulungen.id","Akteur-hi.Schulungen.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Akteur-hi","Akteur-hi.Schulungen.extension","Akteur-hi.Schulungen.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Akteur-hi","Akteur-hi.Schulungen.modifierExtension","Akteur-hi.Schulungen.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Akteur-hi","Akteur-hi.Schulungen.aktiv","Akteur-hi.Schulungen.aktiv","","","",1,1,"","","","boolean {[]} {[]}
","Schulungsaktivitäten","Schulungsaktivitäten","","","","","","","","","",,,,,"",,,,"Akteur-hi.Schulungen.aktiv",1,1,"",""
"Akteur-hi","Akteur-hi.Schulungen.Anzahl","Akteur-hi.Schulungen.Anzahl","","","",0,1,"","","","integer {[]} {[]}
","Anzahl der durchgeführten DM(P)-spezifischen Patientenschulungen","Anzahl der durchgeführten DM(P)-spezifischen Patientenschulungen","","","","","","","","","",,,,,"",,,,"Akteur-hi.Schulungen.Anzahl",0,1,"",""
"Akteur-hi","Akteur-hi.Konsultationen","Akteur-hi.Konsultationen","","","",1,1,"","","","date {[]} {[]}
","Datum e-card-Steckung","Datum e-card-Steckung","","","","","","","","","",,,,,"",,,,"Akteur-hi.Konsultationen",1,1,"",""
"DiagnosticResults-ips","DiagnosticResults-ips","DiagnosticResults-ips","","","",0,*,"","","","null {[]} {[]}
","Diagnostic Results (IPS)","Abbildung der Datenfelder, die für den Entwurf der Datenspezifikation des modularen Rahmenkonzepts für
Österreich für das Disease-Management bei chronischer Herzinsuffizienz erforderlich sind, auf dem des IPS-Modul ""Diagnostic Results"".

Refer to the **[mapping from the logical model of HI to the logical model based on the International Patient Summary (IPS)](mappings.html)** in order to get an idea how the IPS relates to HI.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"DiagnosticResults-ips","DiagnosticResults-ips.code","DiagnosticResults-ips.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Type of observation (code / type)","Type of observation (code / type)","","","","","","","","","",,,,,"",,,,"DiagnosticResults-ips.code",1,1,"",""
"DiagnosticResults-ips","DiagnosticResults-ips.subject","DiagnosticResults-ips.subject","","","",1,1,"","","","https://hi.iv.elga.gv.at/StructureDefinition/Subject-ips {[]} {[]}
","Who and/or what the observation is about","Who and/or what the observation is about","","","","","","","","","",,,,,"",,,,"DiagnosticResults-ips.subject",1,1,"",""
"DiagnosticResults-ips","DiagnosticResults-ips.effective[x]","DiagnosticResults-ips.effective[x]","","","",1,1,"","","","dateTime {[]} {[]}
Period {[]} {[]}","Clinically relevant time/time-period for observation","Clinically relevant time/time-period for observation","","","","","","","","","",,,,,"",,,,"DiagnosticResults-ips.effective[x]",1,1,"",""
"DiagnosticResults-ips","DiagnosticResults-ips.performer","DiagnosticResults-ips.performer","","","",1,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole]]}
","Who is responsible for the observation","Who is responsible for the observation","","","","","","","","","",,,,,"",,,,"DiagnosticResults-ips.performer",1,1,"",""
"DiagnosticResults-ips","DiagnosticResults-ips.value[x]","DiagnosticResults-ips.value[x]","","","",1,1,"","","","Quantity {[]} {[]}
CodeableConcept {[]} {[]}string {[]} {[]}boolean {[]} {[]}integer {[]} {[]}Range {[]} {[]}Ratio {[]} {[]}SampledData {[]} {[]}time {[]} {[]}dateTime {[]} {[]}Period {[]} {[]}","Actual result","Actual result","","","","","","","","","",,,,,"",,,,"DiagnosticResults-ips.value[x]",1,1,"",""
"Erstdokumentation-hi","Erstdokumentation-hi","Erstdokumentation-hi","","","",0,*,"","","","null {[]} {[]}
","Erstdokumentation (HI)","Medizinische Datensätze - Erstdokumentation (im Rahmen der Erstabklärung erhoben/durchgeführt)

Refer to the **[mapping from the logical model of HI to the logical model based on the International Patient Summary (IPS)](mappings.html#erstdokumentation)** in order to get an idea how the IPS can be used in this context.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Erstdokumentation-hi","Erstdokumentation-hi.VPNR","Erstdokumentation-hi.VPNR","","","",1,1,"","","","https://hi.iv.elga.gv.at/StructureDefinition/Akteur-hi {[]} {[]}
","Beteiligter Akteur","Beteiligter Akteur","","","","","","","","","",,,,,"",,,,"Erstdokumentation-hi.VPNR",1,1,"",""
"Erstdokumentation-hi","Erstdokumentation-hi.Untersuchungsdatum","Erstdokumentation-hi.Untersuchungsdatum","","","",1,1,"","","","date {[]} {[]}
","Untersuchungsdatum","Untersuchungsdatum","","","","","","","","","",,,,,"",,,,"Erstdokumentation-hi.Untersuchungsdatum",1,1,"",""
"Erstdokumentation-hi","Erstdokumentation-hi.Patient","Erstdokumentation-hi.Patient","","","",1,1,"","","","https://hi.iv.elga.gv.at/StructureDefinition/Patient-hi {[]} {[]}
","Patient","Patient","","","","","","","","","",,,,,"",,,,"Erstdokumentation-hi.Patient",1,1,"",""
"Erstdokumentation-hi","Erstdokumentation-hi.Erstabklaerung","Erstdokumentation-hi.Erstabklaerung","","","",1,1,"","","","BackboneElement {[]} {[]}
","Diagnostische Erstabklärung","Diagnostische Erstabklärung","","","","","","","","","",,,,,"",,,,"Erstdokumentation-hi.Erstabklaerung",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Erstdokumentation-hi","Erstdokumentation-hi.Erstabklaerung.id","Erstdokumentation-hi.Erstabklaerung.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Erstdokumentation-hi","Erstdokumentation-hi.Erstabklaerung.extension","Erstdokumentation-hi.Erstabklaerung.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Erstdokumentation-hi","Erstdokumentation-hi.Erstabklaerung.modifierExtension","Erstdokumentation-hi.Erstabklaerung.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Erstdokumentation-hi","Erstdokumentation-hi.Erstabklaerung.Untersuchung","Erstdokumentation-hi.Erstabklaerung.Untersuchung","","","",1,1,"","","","boolean {[]} {[]}
","Spezifische körperliche Untersuchung","Spezifische körperliche Untersuchung","","","","","","","","","",,,,,"",,,,"Erstdokumentation-hi.Erstabklaerung.Untersuchung",1,1,"",""
"Erstdokumentation-hi","Erstdokumentation-hi.Erstabklaerung.Komorbiditaet","Erstdokumentation-hi.Erstabklaerung.Komorbiditaet","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Komorbidität","Komorbidität","","","","","","","","","",,"example","","https://hi.iv.elga.gv.at/ValueSet/comorbidities","",,,,"Erstdokumentation-hi.Erstabklaerung.Komorbiditaet",0,*,"",""
"Erstdokumentation-hi","Erstdokumentation-hi.Erstabklaerung.EKG","Erstdokumentation-hi.Erstabklaerung.EKG","","","",1,1,"","","","boolean {[]} {[]}
","EKG (mit 12 Ableitungen)","EKG (mit 12 Ableitungen)","","","","","","","","","",,,,,"",,,,"Erstdokumentation-hi.Erstabklaerung.EKG",1,1,"",""
"Erstdokumentation-hi","Erstdokumentation-hi.Erstabklaerung.Echokardiogramm","Erstdokumentation-hi.Erstabklaerung.Echokardiogramm","","","",1,1,"","","","boolean {[]} {[]}
","Echokardiographie/LVEF Messung","Echokardiographie/LVEF Messung","","","","","","","","","",,,,,"",,,,"Erstdokumentation-hi.Erstabklaerung.Echokardiogramm",1,1,"",""
"Erstdokumentation-hi","Erstdokumentation-hi.Erstabklaerung.NTproBNP","Erstdokumentation-hi.Erstabklaerung.NTproBNP","","","",0,1,"","","","string {[]} {[]}
","NT-proBNP","Mit Blick auf die aktuelle Versorgungssituation muss festgehalten werden, dass die Bestimmung des
NT-proBNP als wichtiger Parameter im Rahmen der Diagnostik sowie als wesentlicher Marker im Krankheitsverlauf für die Primärversorgung
österreichweit nicht einheitlich geregelt ist. Auch in den CHI-Projekten gibt es unterschiedliche Vorgehensweisen. Die einheitliche
Regelung in Bezug auf NT-proBNP ist unabdingbar und sollte entsprechend priorisiert werden.","","","","","","","","","",,,,,"",,,,"Erstdokumentation-hi.Erstabklaerung.NTproBNP",0,1,"",""
"Erstdokumentation-hi","Erstdokumentation-hi.Erstabklaerung.Symptomatik","Erstdokumentation-hi.Erstabklaerung.Symptomatik","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Symptomatik/klinischer Status (NYHA I | NYHA II | NYHA III | NYHA IV)","Symptomatik/klinischer Status (NYHA I | NYHA II | NYHA III | NYHA IV)","","","","","","","","","",,"required","","https://hi.iv.elga.gv.at/ValueSet/symptoms","",,,,"Erstdokumentation-hi.Erstabklaerung.Symptomatik",1,1,"",""
"Erstdokumentation-hi","Erstdokumentation-hi.Erstabklaerung.Kardiologe","Erstdokumentation-hi.Erstabklaerung.Kardiologe","","","",1,1,"","","","boolean {[]} {[]}
","Überweisung an Kardiologin bzw. Kardiologen im Rahmen der Erstdiagnose","Der Begriff 'Kardiologe' wird hier der Einfachheit halber synonym für Fachärztin bzw. -arzt für Innere Medizin und Kardiologie
(Ärzteausbildungsordnung 2015) bzw. Fachärztin bzw. -arzt für Innere Medizin mit Additivfach Kardiologie (Ärzteausbildungsordnung
2006) verwendet.","","","","","","","","","",,,,,"",,,,"Erstdokumentation-hi.Erstabklaerung.Kardiologe",1,1,"",""
"Erstdokumentation-hi","Erstdokumentation-hi.Erstabklaerung.Diagnose","Erstdokumentation-hi.Erstabklaerung.Diagnose","","","",1,1,"","","","CodeableConcept {[]} {[]}
","HFrEF | HFmrEF | HFpEF","HFrEF | HFmrEF | HFpEF","","","","","","","","","",,"required","","https://hi.iv.elga.gv.at/ValueSet/diagnosis","",,,,"Erstdokumentation-hi.Erstabklaerung.Diagnose",1,1,"",""
"Erstdokumentation-hi","Erstdokumentation-hi.Erstabklaerung.Behandlungsziel","Erstdokumentation-hi.Erstabklaerung.Behandlungsziel","","","",1,1,"","","","CodeableConcept {[]} {[]}
","1 | 2 | 3a | 3b","1 | 2 | 3a | 3b","","","","","","","","","",,"required","","https://hi.iv.elga.gv.at/ValueSet/behandlungsziel","",,,,"Erstdokumentation-hi.Erstabklaerung.Behandlungsziel",1,1,"",""
