URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://terminology.hl7.org/CodeSystem/v3-TimingEvent,2.1.0,active,"2.16.840.1.113883.5.139",TimingEvent,TimingEvent,"**** MISSING DESCRIPTION ****","ValueSet/event-timing"
http://unitsofmeasure.org,3.0.1,active,"2.16.840.1.113883.6.8",UCUM,Unified Code for Units of Measure (UCUM),"The Unified Code for Units of Measure (UCUM) is a code system intended to include all units of measures being contemporarily used in international science, engineering, and business. The purpose is to facilitate unambiguous electronic communication of quantities together with their units. The focus is on electronic communication, as opposed to communication between humans. A typical application of The Unified Code for Units of Measure are electronic data interchange (EDI) protocols, but there is nothing that prevents it from being used in other types of machine communication.","ValueSet/units-of-time"
https://fhir.ehealth-systems.at/kiola/device,0.1.0,active,,KIOLADeviceCS,KIOLA Device Codes,"Generic device types that can transmit vital data.","ValueSet/KIOLAMeasurementDeviceTypes"
https://fhir.ehealth-systems.at/kiola/device/AIT-11073,0.1.0,active,,KIOLAMDCCS,KIOLA Device Codes AIT 11073,"Measurement device types for automatic transmission of measurements and their configuration parameters, based on the ISO/IEEE 11073 standard with vendor-specific extensions, mainly AIT. The MDC display name is used as a code.","ValueSet/KIOLAMeasurementAutomaticTransmissionProperties,ValueSet/KIOLAMeasurementAutomaticTransmissionDeviceTypes"
https://fhir.ehealth-systems.at/kiola/device/kmc,0.1.0,active,,KIOLADeviceKMCCS,KMC Device Codes,"Various codes that might be used to configure a mobile client.","ValueSet/KMCAppPackages,ValueSet/KMCUIReferences"
https://fhir.ehealth-systems.at/kiola/dimension/AIT-11073,0.1.0,active,,KIOLAMDCDIMCS,KIOLA Dimension Codes AIT 11073,"Measurement dimensions supported by KIOLA, based on the ISO/IEEE 11073 standard with vendor-specific extensions, mainly AIT. The MDC display name is used as a code.  All codes might be parametrized using the syntax `CODE:{min=MIN_VAL,max=MAX_VAL}` to define a plausibility range for manual data entry, e.g.: `MDC_DIM_MILLI_G_PER_DL:{min=0,max=1000}`","ValueSet/KIOLAMeasurementUnits"
https://fhir.ehealth-systems.at/kiola/measurement,0.1.0,active,,KIOLAMeasurementCS,KIOLA Measurement Codes,"Types of vital data measurements that can be transmitted to a KIOLA system. The naming is derived from MDC display names of devices from the ISO/IEEE 11073 standard.","ValueSet/KIOLAGenericQuestionnaires,ValueSet/KIOLAMeasurementTypes,ValueSet/KIOLAMedicationDailyDosage"
urn:ietf:bcp:47,2.0.1,active,"2.16.840.1.113883.6.121",Ietf3066,Tags for the Identification of Languages,"Older value from OID registry.  Superceded; see recommendations in BCP-47.","ValueSet/languages"
urn:iso:std:iso:3166,1.0.0,active,"1.0.3166.1",ISO3166Part1,ISO 3166-1 Codes for the representation of names of countries and their subdivisions — Part 1: Country code,"ISO 3166-1 establishes codes that represent the current names of countries, dependencies, and other areas of particular geopolitical interest, on the basis of country names obtained from the United Nations.","ValueSet/jurisdiction"
urn:iso:std:iso:3166:-2,2013-11,retired,"1.0.3166.2",Iso3166_2,ISO 3166 Part 2 Country Subdivision Codes,"Identifies the coding system published in the ISO 3166-2 Standard for Country Subdivision codes. This standard is released periodically, and a new OID will be assigned by ISO for new editions.","ValueSet/jurisdiction"
